,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
557,Authenticated modular maps in Haskell,,"['Utrecht University', 'Brown University']",USA,2018,1,https://doi.org/10.1145/3240719.3241790,ACM
558,Authenticated modular maps in Haskell,,"['Utrecht University', 'Brown University']",USA,2018,1,https://doi.org/10.1145/3240719.3241790,ACM
559,A privacy-preserving distributed platform for COVID-19 vaccine passports,"Masoud Barati,W. J. Buchanan,Owen Lo,Omer F Rana","['Edinburgh Napier University', 'Cardiff University']",UK,2022,0,https://doi.org/10.1145/3492323.3495626,ACM
560,Decentralized Finance (DEFI) as the Basis for the Transformation of the Financial Sector of the Future,"Oleg Ryabov,Artem Golubev,Natalia Goncharova",['Peter the Great St Petersburg Polytechnic University'],Russia,2022,0,https://doi.org/10.1145/3527049.3527080,ACM
561,Decentralized Semantic Identity,"José G Faísca,Jose Q Rogado",[],Universidade Lusófona,2016,8,https://doi.org/10.1145/2993318.2993348,ACM
562,Robonomics: The Study of Robot-Human Peer-to-Peer Financial Transactions and Agreements,"Irvin Steve Cardenas,Jong-hoon Kim",['Kent State University'],USA,2020,6,https://doi.org/10.1145/3371382.3380735,ACM
563,A libP2P Implementation of the Bitcoin Block Exchange Protocol,"Barbara Guidi,Andrea Michienzi,Laura Ricci",[],Italy,2021,0,https://doi.org/10.1145/3493426.3493822,ACM
564,Bitcoin meets strong consistency,"Christian Decker,Jochen Seidel,Roger P Wattenhofer",[],ETH Zurich,2016,79,https://doi.org/10.1145/2833312.2833321,ACM
565,A system to enforce user's preference in OSN advertising,"Gianluca Lax,Antonia Russo",['University of Reggio Calabria'],Italy,2020,0,https://doi.org/10.1145/3341161.3345618,ACM
566,Kauri: Scalable BFT Consensus with Pipelined Tree-Based Dissemination and Aggregation,"Ray Neiheiser,Miguel Matos,L. Rodrigues",[],Portugal,2021,3,https://doi.org/10.1145/3477132.3483584,ACM
567,Kauri: Scalable BFT Consensus with Pipelined Tree-Based Dissemination and Aggregation,"Ray Neiheiser,Miguel Matos,L. Rodrigues",[],Portugal,2021,3,https://doi.org/10.1145/3477132.3483584,ACM
568,Private-Share: A Secure and Privacy-Preserving De-Centralized Framework for Large Scale Data Sharing,"Arun Zachariah,Maha Alrasheed","['University of MissouriColumbia', 'University of MissouriKansas City']",US,2022,0,https://doi.org/10.1145/3469877.3493588,ACM
569,DeCanSec: A Decentralized Architecture for Secure Statistical Computations on Distributed Health Registry Data,"Narasimha Raghavan Veeraragavan,Jan Franz Nygård",[],NO,2021,1,https://doi.org/10.1145/3465481.3470071,ACM
570,PUF-based Smart Tags for Supply Chain Management,"Alberto Falcone,Carmelo Felicetti,Alfredo Garro,Antonino Rullo,Domenico Saccà",['University of Calabria'],Italy,2021,0,https://doi.org/10.1145/3465481.3469195,ACM
571,Hyperledger-Based Secure Firmware Update Delivery for IoT Devices,"Meriem Bettayeb,Qassim Nasir,Manar Abu Talib",['University of Sharjah'],United Arab Emirates,2021,0,https://doi.org/10.1145/3485557.3485567,ACM
572,Applications of Distributed Ledger Technologies to the Internet of Things: A Survey,"Qingyi Zhu,Seng W. Loke,Rolando Trujillo-Rasua,Frank Jiang,Yong Xiang","['Chongqing University of Posts and Telecommunications and Deakin University', 'Deakin University']",Australia,2019,27,https://doi.org/10.1145/3359982,ACM
573,Data Trading with Differential Privacy in Data Market,Xiao Zheng,[],China,2020,3,https://doi.org/10.1145/3379247.3379271,ACM
574,Fully private auctions for the highest bid,"Jie Ma,Bin Qi,Kewei Lv",['University of Chinese Academy of Sciences'],P.R. China,2019,5,https://doi.org/10.1145/3321408.3321570,ACM
575,Analysis of the NFT's Potential Impact in an E-commerce platform: A systematic review,"Eric B Blancaflor,Kevin Aladin",[],Philippines,2022,0,https://doi.org/10.1145/3556223.3556259,ACM
576,Block Chain Application for E-Voting Process Using ML for South Asian Continent,"Rohit Rastogi,Yash Rastogi,Saransh Chauhan",[],India,2022,0,https://doi.org/10.1145/3549206.3549292,ACM
577,TangleCV: A Distributed Ledger Technique for Secure Message Sharing in Connected Vehicles,"Heena Rathore,Abhay Samant,Murtuza Shabbir Jadliwala",['The University of Texas at San Antonio'],USA,2020,1,https://doi.org/10.1145/3404500,ACM
578,Don't lose your coin! Investigating Security Practices of Cryptocurrency Users,"Michael Fröhlich,Felix Gutjahr,Florian Alt","['Bundeswehr University  Center for Digital Technology and Management', 'Ludwig Maximilian University of Munich', 'Bundeswehr University']",Germany,2020,10,https://doi.org/10.1145/3357236.3395535,ACM
579,Challenges in decentralized name management: the case of ENS,"Pengcheng Xia,Haoyu Wang,Zhou Yu,Xinyu Liu,Xiapu Luo,Guoai Xu,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Huazhong University of Science and Technology', 'The Hong Kong Polytechnic University', 'The Hong Kong University of Science and Technology GZ']",China,2022,0,https://doi.org/10.1145/3517745.3561469,ACM
580,Elipmoc: advanced decompilation of Ethereum smart contracts,"Neville Grech,Sifis Lagouvardos,Ilias Tsatiris,Yannis Smaragdakis","['University of Malta', 'University of Athens']",Greece,2022,0,https://doi.org/10.1145/3527321,ACM
581,Elipmoc: advanced decompilation of Ethereum smart contracts,"Neville Grech,Sifis Lagouvardos,Ilias Tsatiris,Yannis Smaragdakis","['University of Malta', 'University of Athens']",Greece,2022,0,https://doi.org/10.1145/3527321,ACM
582,Byzantine Fault Tolerance For Distributed Ledgers Revisited,Yongge Wang,[],NC,2022,0,https://doi.org/10.1145/3538227,ACM
583,"Sleepminting, the brand new frontier of Non Fungible Tokens fraud","Barbara Guidi,Andrea Michienzi",['University of Pisa'],Italy,2022,0,https://doi.org/10.1145/3524458.3547239,ACM
584,Tokenfication - The potential of non-fungible tokens (NFT) for game development,"Johanna Pirker,Allan Fowler",['University of Auckland'],New Zealand,2021,3,https://doi.org/10.1145/3450337.3483501,ACM
585,Tokenfication - The potential of non-fungible tokens (NFT) for game development,"Johanna Pirker,Allan Fowler",['University of Auckland'],New Zealand,2021,3,https://doi.org/10.1145/3450337.3483501,ACM
586,Scaling Byzantine Consensus: A Broad Analysis,"Christian Berger,Hans Peter Reiser",['University of Passau'],Germany,2018,17,https://doi.org/10.1145/3284764.3284767,ACM
587,Challenges for Combining Smart Contracts with Trusted Computing,"Marcus Brandenburger,Christian Cachin",[],Switzerland,2018,6,https://doi.org/10.1145/3268935.3268944,ACM
588,Distributed Ledger Technology for Document and Workflow Management in Trade and Logistics,"Ziyuan Wang,Dain Yap Liffman,Dileban Karunamoorthy,Ermyas Abebe",[],Australia,2018,6,https://doi.org/10.1145/3269206.3269222,ACM
589,HELIOS CJ App: The decentralization of the Citizen Journalism,"Barbara Guidi,Laura Ricci,Rolf Nyffenegger,Robin Ribback",['University of Pisa'],Switzerland,2021,1,https://doi.org/10.1145/3462203.3475901,ACM
590,HELIOS CJ App: The decentralization of the Citizen Journalism,"Barbara Guidi,Laura Ricci,Rolf Nyffenegger,Robin Ribback",['University of Pisa'],Switzerland,2021,1,https://doi.org/10.1145/3462203.3475901,ACM
591,Cross hyperledger fabric transactions,"Gewu Bu,Riane Haouara,Thanh Son Lam Nguyen,Maria Gradinariu Potop-Butucaru",['Sorbonne University'],France,2020,3,https://doi.org/10.1145/3410699.3413796,ACM
592,Adaptive Security for Smart Contracts using High Granularity Metrics,"Venkata Siva Bhamidipati,Michael Chan,Derek Chamorro,Arpit Jain,Ashok Murthy",[],San Jose CA USA,2020,0,https://doi.org/10.1145/3387168.3387214,ACM
593,Adaptive Security for Smart Contracts using High Granularity Metrics,"Venkata Siva Bhamidipati,Michael Chan,Derek Chamorro,Arpit Jain,Ashok Murthy",[],San Jose CA USA,2020,0,https://doi.org/10.1145/3387168.3387214,ACM
594,Decentralized web of trust and authentication for the internet of things,"Arnaud Durand,Pascal A Gremaud,Jacques Pasquier",['University of Fribourg'],Switzerland,2017,9,https://doi.org/10.1145/3131542.3140263,ACM
595,"MatRiCT: Efficient, Scalable and Post-Quantum Blockchain Confidential Transactions Protocol","Muhammed F Esgin,Raymond K Zhao,Ron Steinfeld,Joseph K Liu,Dongxi Liu","['Monash University  Data61', 'Monash University']",Australia,2019,36,https://doi.org/10.1145/3319535.3354200,ACM
596,EOSFuzzer: Fuzzing EOSIO Smart Contracts for Vulnerability Detection,"Yuhe Huang,Bo Jiang,Wingkwong Chan","['Beihang University', 'City University of Hong Kong']",HK,2021,4,https://doi.org/10.1145/3457913.3457920,ACM
597,EOSFuzzer: Fuzzing EOSIO Smart Contracts for Vulnerability Detection,"Yuhe Huang,Bo Jiang,Wingkwong Chan","['Beihang University', 'City University of Hong Kong']",HK,2021,4,https://doi.org/10.1145/3457913.3457920,ACM
598,Fail-safe Watchtowers and Short-lived Assertions for Payment Channels,"Bowen Liu,Paweł Szałachowski,Siwei Sun","['Singapore University of Technology and Design', 'Chinese Academy of Sciences  University of Chinese Academy of Sciences']",China,2020,4,https://doi.org/10.1145/3320269.3384716,ACM
599,Fail-safe Watchtowers and Short-lived Assertions for Payment Channels,"Bowen Liu,Paweł Szałachowski,Siwei Sun","['Singapore University of Technology and Design', 'Chinese Academy of Sciences  University of Chinese Academy of Sciences']",China,2020,4,https://doi.org/10.1145/3320269.3384716,ACM
600,Demo: PhishChain: A Decentralized and Transparent System to Blacklist Phishing URLs,"Shehan Vidyakeerthi,Mohamed Nabeel,Charith Elvitigala,Chamath Indika Keppitiyagama",['University of Colombo School of Computing'],Sri Lanka,2022,0,https://doi.org/10.1145/3487553.3524235,ACM
601,Demo: PhishChain: A Decentralized and Transparent System to Blacklist Phishing URLs,"Shehan Vidyakeerthi,Mohamed Nabeel,Charith Elvitigala,Chamath Indika Keppitiyagama",['University of Colombo School of Computing'],Sri Lanka,2022,0,https://doi.org/10.1145/3487553.3524235,ACM
602,Civic participation powered by ethereum: a proposal,"Maura Cerioli,Marina Ribaudo",['University of Genova'],Italy,2019,1,https://doi.org/10.1145/3328433.3328449,ACM
603,Scalable lightning factories for Bitcoin,"Alejandro Ranchal Pedrosa,Maria Gradinariu Potop-Butucaru,Sara Tucci-Piergiovanni",['Sorbonne University'],France,2019,3,https://doi.org/10.1145/3297280.3297312,ACM
604,Atomic commitment across blockchains,"Victor Zakhary,Divyakant AGRAWAL,Amr El-Abbadi",[],California,2020,8,https://doi.org/10.14778/3397230.3397231,ACM
605,Net neutrality: unexpected solution to blockchain scaling,Aleksandar Kuzmanovic,['Northwestern University'],IL,2019,3,https://doi.org/10.1145/3312525,ACM
606,A verifiably secure and proportional committee election rule,"Alfonso Cevallos,Alistair Stewart",[],Switzerland,2021,5,https://doi.org/10.1145/3479722.3480988,ACM
607,A New Blind ECDSA Scheme for Bitcoin Transaction Anonymity,"Xun Yi,Kwok Yan Lam","['RMIT University', 'Nanyang Technological University']",Singapore,2019,11,https://doi.org/10.1145/3321705.3329816,ACM
608,A New Blind ECDSA Scheme for Bitcoin Transaction Anonymity,"Xun Yi,Kwok Yan Lam","['RMIT University', 'Nanyang Technological University']",Singapore,2019,11,https://doi.org/10.1145/3321705.3329816,ACM
609,CougaR: fast and eclipse-resilient dissemination for blockchain networks,"Evangelos Kolyvas,Spyros Voulgaris",['Athens University of Economics and Business'],Greece,2022,0,https://doi.org/10.1145/3524860.3539805,ACM
610,Why Is CryptoKitties (Not) Gambling?,Alesha Serada,['University of Vaasa'],Finland,2020,3,https://doi.org/10.1145/3402942.3402985,ACM
611,Separ: Towards Regulating Future of Work Multi-Platform Crowdworking Environments with Privacy Guarantees,"Mohammad Javad Amiri,Joris Duguépéroux,Tristan Allard,Divyakant AGRAWAL,Amr El-Abbadi","['University of Pennsylvania', 'University of California Santa Barbara']",USA,2021,1,https://doi.org/10.1145/3442381.3449858,ACM
612,Separ: Towards Regulating Future of Work Multi-Platform Crowdworking Environments with Privacy Guarantees,"Mohammad Javad Amiri,Joris Duguépéroux,Tristan Allard,Divyakant AGRAWAL,Amr El-Abbadi","['University of Pennsylvania', 'University of California Santa Barbara']",USA,2021,1,https://doi.org/10.1145/3442381.3449858,ACM
613,Separ: Towards Regulating Future of Work Multi-Platform Crowdworking Environments with Privacy Guarantees,"Mohammad Javad Amiri,Joris Duguépéroux,Tristan Allard,Divyakant AGRAWAL,Amr El-Abbadi","['University of Pennsylvania', 'University of California Santa Barbara']",USA,2021,1,https://doi.org/10.1145/3442381.3449858,ACM
614,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks,"Weizhao Tang,Weina Wang,Giulia Fanti,Sewoong Oh","['Carnegie Mellon University', 'University of Washington']",USA,2020,7,https://doi.org/10.1145/3392147,ACM
615,Developing GDPR Compliant User Data Policies for Internet of Things,"Masoud Barati,Ioan Petri,Omer F Rana",['Cardiff University'],United Kingdom,2019,11,https://doi.org/10.1145/3344341.3368812,ACM
616,Safe and Irrefutable Decentralized Communication: Bringing Non-Repudiation to Mesh Networks,"H Kamdem Fezeu,Thomas Ndie Djotio,Rachid Oulad Haj Thami","['University of Yaoundé I', 'Mohammed V University']",Morocco,2017,0,https://doi.org/10.1145/3090354.3090392,ACM
617,Safe and Irrefutable Decentralized Communication: Bringing Non-Repudiation to Mesh Networks,"H Kamdem Fezeu,Thomas Ndie Djotio,Rachid Oulad Haj Thami","['University of Yaoundé I', 'Mohammed V University']",Morocco,2017,0,https://doi.org/10.1145/3090354.3090392,ACM
618,Proof of Importance: A Consensus Algorithm for Importance Based on Dynamic Authorization,"Bingbing Xiao,Chenguang Jin,Zheng Li,Bingnan Zhu,Xiaoruo Li,Dong Wang",['Henan University'],China,2022,0,https://doi.org/10.1145/3498851.3499007,ACM
619,A Framework to Apply the Internet of Things for Medical Care in a Home Environment,"Hlengekile Jita,Vreda Pieterse",['University of Pretoria'],South Africa,2018,5,https://doi.org/10.1145/3291064.3291065,ACM
620,Sharing physical objects using smart contracts,"Anton Fedosov,Agon Bexheti,Egor Ermolaev,Marc Langheinrich",[],Switzerland,2018,5,https://doi.org/10.1145/3236112.3236162,ACM
621,The value of personal data is the Data Protection and Privacy preliminary condition: synthetic human profiles on the web and ethics,Nicola Fabiano,[],USA,2020,2,https://doi.org/10.1145/3378184.3378231,ACM
622,Adaptively Secure Single Secret Leader Election from DDH,"Dario Catalano,Dario Fiore,Emanuele Giunta",['University of Catania'],Spain,2022,1,https://doi.org/10.1145/3519270.3538424,ACM
623,Adaptively Secure Single Secret Leader Election from DDH,"Dario Catalano,Dario Fiore,Emanuele Giunta",['University of Catania'],Spain,2022,1,https://doi.org/10.1145/3519270.3538424,ACM
624,Detecting and Quantifying Wash Trading on Decentralized Cryptocurrency Exchanges,"Friedhelm Victor,Andrea Marie Weintraud",[],Germany,2021,3,https://doi.org/10.1145/3442381.3449824,ACM
625,The treewidth of smart contracts,"Krishnendu Chatterjee,Amir Kafshdar Goharshady,Ehsan Kafshdar Goharshady",['Ferdowsi University of Mashhad'],Iran,2019,15,https://doi.org/10.1145/3297280.3297322,ACM
626,The treewidth of smart contracts,"Krishnendu Chatterjee,Amir Kafshdar Goharshady,Ehsan Kafshdar Goharshady",['Ferdowsi University of Mashhad'],Iran,2019,15,https://doi.org/10.1145/3297280.3297322,ACM
627,Security Improvement in a Modified Merkle-tree: Computation and Storage Comparison Between Different Cloud Providers,Ivaylo Chenchev,['Technical University'],Bulgaria,2019,1,https://doi.org/10.1145/3351556.3351569,ACM
628,Model checking of vulnerabilities in smart contracts: a solidity-to-CPN approach,"Ikram Garfatta,Kaïs Klai,Mohamed Graïet,Walid Gaaloul","['University of Tunis El Manar', 'Tunisia and University Sorbonne Paris North', 'University Sorbonne Paris North', 'University of Monastir']",France,2022,1,https://doi.org/10.1145/3477314.3507309,ACM
629,Model checking of vulnerabilities in smart contracts: a solidity-to-CPN approach,"Ikram Garfatta,Kaïs Klai,Mohamed Graïet,Walid Gaaloul","['University of Tunis El Manar', 'Tunisia and University Sorbonne Paris North', 'University Sorbonne Paris North', 'University of Monastir']",France,2022,1,https://doi.org/10.1145/3477314.3507309,ACM
630,Adding Concurrency to Smart Contracts,"Thomas D. Dickerson,Paul Gazzillo,M. Herlihy,Eric Koskinen","['Brown University', 'Yale University']",USA,2017,69,https://doi.org/10.1145/3087801.3087835,ACM
